supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day.1,month,year,Category,Subcategory,Quantity,Unit Price,Discount,Order ID,Customer ID,Order Date,Sales,Profit,Country,Region,County,Branch
Naivas,2,2,120,200,80,cash,yes,no,yes,no,no,no,no,23/05/2017,no,14:32:00,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017,beauty & cosmetics,Face wash,6,37.85,0.27,ORD_2281,CUST_7024,2023-11-08 00:00:00,227.1,165.78,Kenya,Main Locations,Kiambu,Naivas Limuru Express
Naivas,1,1,102,105,3,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:25:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,stationery,Sticky notes,6,15.97,0.03,ORD_6664,CUST_4126,2023-11-25 00:00:00,95.82,92.95,Kenya,Main Locations,Kiambu,Naivas Kiambu Foodmarket
Naivas,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,05:41:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,cleaning,Floor cleaner,1,8.66,0.19,ORD_7249,CUST_8604,2023-11-04 00:00:00,8.66,7.01,Kenya,Main Locations,Machakos,Naivas Supercentre Machakos
Naivas,2,1,155,200,45,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:40:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,snacks,Chocolate bars,7,60.88,0.02,ORD_9866,CUST_5159,2023-09-21 00:00:00,426.16,417.64,Kenya,Main Locations,Machakos,Naivas Machakos Old
Naivas,2,2,100,200,100,cash,yes,yes,no,no,no,no,no,23/05/2017,no,06:13:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,snacks,Chocolate bars,7,35.15,0.3,ORD_1676,CUST_9164,2023-08-28 00:00:00,246.05,172.24,Kenya,Central & Eastern,Nyeri,Naivas Nyeri
Naivas,1,1,25,100,75,cash,no,no,yes,no,no,no,no,23/05/2017,no,06:38:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,beauty & cosmetics,Sunscreen,7,43.03,0.13,ORD_9692,CUST_4688,2023-04-06 00:00:00,301.21,262.05,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,1,100,200,100,cash,no,yes,no,no,no,no,no,23/05/2017,no,18:44:00,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017,stationery,Staplers,6,52.27,0.21,ORD_1634,CUST_4425,2023-08-16 00:00:00,313.62,247.76,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,05:57:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,beauty & cosmetics,Shampoo,5,52.2,0.22,ORD_3838,CUST_9573,2023-06-17 00:00:00,261,203.58,Kenya,Central & Eastern,Kitui,Naivas Kitui
Naivas,2,1,88,100,12,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:34:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,beauty & cosmetics,Face wash,9,64.87,0,ORD_7280,CUST_2441,2023-02-16 00:00:00,583.83,583.83,Kenya,Central & Eastern,Kajiado,Naivas Maiyan Mall
Naivas,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,06:58:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,stationery,Sticky notes,1,77.48,0.29,ORD_1846,CUST_1544,2023-03-17 00:00:00,77.48,55.01,Kenya,Central & Eastern,Kajiado,Naivas Kitengela
Naivas,3,3,245,1000,755,cash,yes,yes,yes,no,no,no,no,23/05/2017,no,18:46:00,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017,vegetables,Tubers,9,11.93,0.14,ORD_4435,CUST_3111,2023-10-04 00:00:00,107.37,92.34,Kenya,Central & Eastern,Narok,Naivas Narok
Naivas,1,1,50,50,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:14:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,snacks,Pretzels,2,40.56,0.01,ORD_7528,CUST_9818,2023-05-11 00:00:00,81.12,80.31,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,80,100,20,cash,no,yes,no,no,no,no,no,23/05/2017,no,21:01:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,fats and oils,Ghee,8,75.62,0.15,ORD_8093,CUST_4364,2023-07-09 00:00:00,604.96,514.22,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,40,50,10,cash,no,yes,no,no,no,no,no,23/05/2017,no,12:22:00,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017,stationery,Pencils,7,85.51,0.09,ORD_6046,CUST_6903,2023-04-19 00:00:00,598.57,544.7,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,40,40,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,06:48:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,fats and oils,Corn oil,8,83.22,0.03,ORD_4613,CUST_2268,2023-11-12 00:00:00,665.76,645.79,Kenya,Western Region,Bungoma,Naivas Bungoma
Naivas,3,2,125,125,0,cash,no,yes,yes,no,no,no,no,23/05/2017,no,19:50:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,snacks,Cookies,9,8.79,0.17,ORD_2150,CUST_6326,2023-04-22 00:00:00,79.11,65.66,Kenya,Western Region,Kisii,Naivas Kisii
Naivas,2,2,180,200,20,cash,yes,yes,no,no,no,no,no,23/05/2017,no,20:44:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,cleaning,Air freshener,3,95.14,0.04,ORD_8363,CUST_9503,2023-06-08 00:00:00,285.42,274,Kenya,Northern Region,Eldoret,Naivas Eldoret Zion
Naivas,1,1,85,100,15,cash,no,yes,no,no,no,no,no,23/05/2017,no,10:08:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,fats and oils,Ghee,5,55.95,0.27,ORD_9343,CUST_8158,2023-04-04 00:00:00,279.75,204.22,Kenya,Northern Region,Eldoret,Naivas Eldoret Referral
Naivas,6,3,3585,3585,0,mpesa,no,yes,yes,no,no,yes,yes,2017-10-03 00:00:00,no,16:30:00,afternoon,chain,eldoret,mid,friday,weekday,no,10,3,2017,beauty & cosmetics,Perfume,5,45.77,0.05,ORD_4047,CUST_6668,2023-01-08 00:00:00,228.85,217.41,Kenya,Northern Region,Eldoret,Naivas Eldoret Sokoni
Naivas,1,1,50,200,150,cash,no,no,yes,no,no,no,no,23/05/2017,no,14:34:00,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017,snacks,Chocolate bars,2,55.28,0.09,ORD_9515,CUST_5525,2023-03-23 00:00:00,110.56,100.61,Kenya,Northern Region,Kapsabet,Naivas Kapsabet
Naivas,2,2,475,500,25,cash,yes,no,yes,no,no,no,no,23/05/2017,no,10:21:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,snacks,Popcorn,9,63.61,0.29,ORD_4006,CUST_3905,2023-12-23 00:00:00,572.49,406.47,Kenya,Northern Region,Kericho,Naivas Kericho
Naivas,1,1,70,100,30,cash,no,yes,no,no,no,no,no,23/05/2017,no,11:11:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,stationery,Markers,5,93.27,0.17,ORD_7434,CUST_3237,2023-05-09 00:00:00,466.35,387.07,Kenya,Coastal Region,Malindi,Naivas Malindi
Naivas,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:24:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,stationery,Folders,2,99.57,0.04,ORD_3977,CUST_8921,2023-11-09 00:00:00,199.14,191.17,Kenya,Coastal Region,Kilifi,Naivas Kilifi
Naivas,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,12:42:00,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017,beverage,Tea,8,42.33,0.13,ORD_6926,CUST_9691,2023-04-17 00:00:00,338.64,294.62,Kenya,Coastal Region,Kwale,Naivas Ukunda
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naivas,2,1,60,100,40,cash,yes,no,no,no,no,no,no,23/05/2017,no,14:26:00,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017,vegetables,Root vegetables,4,99.2,0.28,ORD_8822,CUST_8503,2023-09-26 00:00:00,396.8,285.7,Kenya,Main Locations,Nairobi,Naivas HQ
Naivas,2,1,100,100,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,19:24:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,stationery,Pens,6,36.86,0.24,ORD_5414,CUST_8049,2023-06-19 00:00:00,221.16,168.08,Kenya,Main Locations,Nairobi,Naivas Spur Mall
Naivas,1,1,35,100,65,cash,no,yes,no,no,no,no,no,23/05/2017,no,11:41:00,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017,vegetables,Legumes,2,11.9,0.18,ORD_6693,CUST_4581,2023-09-15 00:00:00,23.8,19.52,Kenya,Main Locations,Nairobi,Naivas Lifestyle Foodmarket
Naivas,1,1,25,100,75,cash,no,no,no,yes,no,no,no,23/05/2017,no,09:36:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,cleaning,All-purpose cleaner,7,85.47,0.19,ORD_8715,CUST_9332,2023-02-02 00:00:00,598.29,484.61,Kenya,Main Locations,Nakuru,Naivas Naivasha Ndogo
Naivas,5,3,350,500,150,cash,yes,yes,yes,no,no,no,no,23/05/2017,no,09:25:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,cleaning,Disinfectant wipes,4,76.5,0.2,ORD_4181,CUST_2964,2023-08-03 00:00:00,306,244.8,Kenya,Main Locations,Nakuru,Naivas Supercentre Nakuru
Naivas,1,1,196,100,804,cash,no,yes,no,no,no,no,no,26/05/2017,yes,15:52:00,afternoon,chain,kilimani,high,friday,weekday,no,26,5,2017,snacks,Chips,3,70.3,0.18,ORD_6823,CUST_7088,2023-07-08 00:00:00,210.9,172.94,Kenya,Main Locations,Nakuru,Naivasha Kubwa
Naivas,2,1,100,100,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,10:21:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,stationery,Staplers,3,96.4,0.15,ORD_1874,CUST_6784,2023-02-16 00:00:00,289.2,245.82,Kenya,Main Locations,Mombasa,Naivas Bombolulu
Naivas,2,1,120,120,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,11:36:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,vegetables,Mushrooms,9,40.21,0.22,ORD_9869,CUST_3891,2023-06-24 00:00:00,361.89,282.27,Kenya,Main Locations,Kiambu,Naivas Kiambu Town
Naivas,1,1,77,500,423,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:07:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,beverage,Wine,9,51.28,0.08,ORD_1685,CUST_6896,2023-02-25 00:00:00,461.52,424.6,Kenya,Main Locations,Kiambu,Naivas Ananas
Naivas,2,2,100,200,100,cash,no,yes,yes,no,no,no,no,23/05/2017,no,16:35:00,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017,food additives,Soy sauce,9,85.86,0.04,ORD_8340,CUST_8630,2023-03-22 00:00:00,772.74,741.83,Kenya,Main Locations,Kiambu,Naivas Thika Town
Naivas,1,1,20,20,0,cash,no,no,no,yes,no,no,no,23/05/2017,no,05:42:00,morning,small,cbd,mid,tuesday,weekday,yes,23,5,2017,snacks,Cookies,3,71.25,0.11,ORD_3049,CUST_1194,2023-11-03 00:00:00,213.75,190.24,Kenya,Main Locations,Kiambu,Naivas Juja City Foodmarket
Naivas,1,1,425,450,25,cash,no,no,no,no,yes,yes,no,2017-05-31 00:00:00,no,09:35:00,morning,chain,cbd,mid,wednesday,weekday,no,31,5,2017,fats and oils,Corn oil,3,80.38,0.08,ORD_9193,CUST_7398,2023-04-02 00:00:00,241.14,221.85,Kenya,Main Locations,Kiambu,Naivas Limuru Express
Naivas,1,1,530,600,70,cash,no,yes,no,no,yes,no,no,2017-05-26 00:00:00,yes,11:02:00,morning,chain,kilimani,high,friday,weekday,no,26,5,2017,stationery,Staplers,1,29.32,0.11,ORD_5700,CUST_3880,2023-03-25 00:00:00,29.32,26.09,Kenya,Main Locations,Kiambu,Naivas Kiambu Foodmarket
Naivas,5,3,385,385,0,cash,yes,yes,no,yes,no,no,no,2017-06-01 00:00:00,yes,17:36:00,afternoon,chain,kilimani,high,thursday,weekday,no,1,6,2017,vegetables,Tubers,1,24.31,0.22,ORD_4041,CUST_7477,2023-07-24 00:00:00,24.31,18.96,Kenya,Main Locations,Machakos,Naivas Supercentre Machakos
Naivas,2,2,188,1000,812,cash,yes,no,no,yes,no,no,no,2017-05-21 00:00:00,yes,14:25:00,afternoon,chain,kilimani,high,sunday,weekend,no,21,5,2017,vegetables,Tubers,8,23.33,0.08,ORD_3103,CUST_9237,2023-03-20 00:00:00,186.64,171.71,Kenya,Main Locations,Machakos,Naivas Machakos Old
Naivas,1,1,190,200,10,cash,yes,no,no,no,no,no,no,2017-06-01 00:00:00,yes,17:11:00,afternoon,chain,kilimani,high,thursday,weekday,no,1,6,2017,beauty & cosmetics,Face wash,3,40.39,0.05,ORD_8704,CUST_1432,2023-05-02 00:00:00,121.17,115.11,Kenya,Central & Eastern,Nyeri,Naivas Nyeri
Naivas,1,1,86,200,114,cash,yes,no,no,no,no,no,no,2017-05-30 00:00:00,no,15:22:00,afternoon,median,cbd,mid,tuesday,weekday,no,30,5,2017,snacks,Cookies,8,77.79,0.22,ORD_1716,CUST_6150,2023-09-07 00:00:00,622.32,485.41,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,3,2,142,150,8,cash,no,yes,yes,no,no,no,no,2017-06-01 00:00:00,yes,16:59:00,afternoon,chain,kilimani,high,thursday,weekday,no,1,6,2017,cleaning,Floor cleaner,8,48.98,0.17,ORD_2289,CUST_5527,2023-12-06 00:00:00,391.84,325.23,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,77,100,23,cash,no,no,yes,no,no,no,no,2017-06-01 00:00:00,no,14:41:00,afternoon,median,cbd,mid,thursday,weekday,no,1,6,2017,stationery,Staplers,6,68.13,0.27,ORD_6219,CUST_8828,2023-09-01 00:00:00,408.78,298.41,Kenya,Central & Eastern,Kitui,Naivas Kitui
Naivas,1,1,35,112,77,cash,no,no,no,no,no,yes,no,2017-06-01 00:00:00,no,14:17:00,afternoon,median,cbd,mid,thursday,weekday,no,1,6,2017,beverage,Energy drinks,3,84.16,0.11,ORD_4375,CUST_5328,2023-12-28 00:00:00,252.48,224.71,Kenya,Central & Eastern,Kajiado,Naivas Maiyan Mall
Naivas,2,1,390,1000,610,cash,no,no,no,yes,no,no,no,2017-06-01 00:00:00,no,14:25:00,afternoon,small,cbd,mid,thursday,weekday,no,1,6,2017,beverage,Plant-based milk,9,62.68,0.14,ORD_4974,CUST_7246,2023-07-05 00:00:00,564.12,485.14,Kenya,Central & Eastern,Kajiado,Naivas Kitengela
Naivas,1,1,99,1000,901,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,13:31:00,afternoon,chain,cbd,mid,friday,weekday,yes,2,6,2017,stationery,Markers,3,21.79,0.14,ORD_8609,CUST_7670,2023-11-01 00:00:00,65.37,56.22,Kenya,Central & Eastern,Narok,Naivas Narok
Naivas,1,1,100,200,100,cash,yes,no,no,no,no,no,no,2017-06-02 00:00:00,no,09:19:00,morning,chain,cbd,mid,friday,weekday,no,2,6,2017,beauty & cosmetics,Mascara,2,36.14,0,ORD_1144,CUST_6027,2023-03-13 00:00:00,72.28,72.28,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,2,2,140,140,0,mpesa,yes,no,yes,no,no,no,no,2017-06-02 00:00:00,no,18:22:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,food additives,Curry powder,8,72.26,0.3,ORD_8229,CUST_2694,2023-10-17 00:00:00,578.08,404.66,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,2,1,98,200,102,cash,yes,no,no,no,no,no,no,2017-06-02 00:00:00,no,15:11:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,beauty & cosmetics,Nail polish,3,60,0.13,ORD_8815,CUST_4313,2023-08-08 00:00:00,180,156.6,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,80,100,20,cash,no,no,no,yes,no,no,no,2017-06-01 00:00:00,no,19:31:00,night,median,cbd,mid,thursday,weekday,no,1,6,2017,food additives,Tomato sauce,9,11.07,0.02,ORD_9716,CUST_8478,2023-05-01 00:00:00,99.63,97.64,Kenya,Western Region,Bungoma,Naivas Bungoma
Naivas,1,1,470,500,30,cash,no,no,no,yes,yes,no,no,2017-06-02 00:00:00,no,18:59:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,food additives,Ginger powder,8,20.21,0.16,ORD_4062,CUST_9078,2023-09-11 00:00:00,161.68,135.81,Kenya,Western Region,Kisii,Naivas Kisii
Naivas,3,3,103,1000,897,cash,yes,yes,yes,no,no,no,no,2017-06-02 00:00:00,no,13:55:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,cleaning,Dishwashing liquid,6,79.44,0.03,ORD_8520,CUST_7711,2023-10-12 00:00:00,476.64,462.34,Kenya,Northern Region,Eldoret,Naivas Eldoret Zion
Naivas,2,1,150,500,350,cash,no,yes,no,no,no,no,no,2017-06-02 00:00:00,no,18:36:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,beverage,Energy drinks,9,61.49,0.14,ORD_6072,CUST_9646,2023-03-26 00:00:00,553.41,475.93,Kenya,Northern Region,Eldoret,Naivas Eldoret Referral
Naivas,1,1,5,20,15,cash,no,no,no,no,no,yes,no,2017-06-02 00:00:00,no,17:25:00,afternoon,small,cbd,mid,friday,weekday,yes,2,6,2017,cleaning,Floor cleaner,1,38.52,0.17,ORD_6891,CUST_8690,2023-06-07 00:00:00,38.52,31.97,Kenya,Northern Region,Eldoret,Naivas Eldoret Sokoni
Naivas,1,1,60,100,40,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,18:21:00,afternoon,small,cbd,mid,friday,weekday,yes,2,6,2017,cleaning,Glass cleaner,2,79.54,0.25,ORD_5017,CUST_6321,2023-10-06 00:00:00,159.08,119.31,Kenya,Northern Region,Kapsabet,Naivas Kapsabet
Naivas,1,1,60,100,40,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,17:26:00,afternoon,small,cbd,mid,friday,weekday,yes,2,6,2017,beverage,Energy drinks,8,62.59,0.11,ORD_4198,CUST_9967,2023-03-27 00:00:00,500.72,445.64,Kenya,Northern Region,Kericho,Naivas Kericho
Naivas,1,1,95,1000,905,cash,no,no,no,yes,yes,no,no,2017-06-01 00:00:00,no,17:27:00,afternoon,chain,cbd,mid,thursday,weekday,no,1,6,2017,beauty & cosmetics,Shampoo,5,11.86,0.22,ORD_4329,CUST_1155,2023-01-17 00:00:00,59.3,46.25,Kenya,Coastal Region,Malindi,Naivas Malindi
Naivas,8,3,600,600,0,cash,yes,yes,yes,no,no,no,no,2017-06-02 00:00:00,no,10:23:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,vegetables,Gourds,4,64.09,0.09,ORD_3147,CUST_9638,2023-01-21 00:00:00,256.36,233.29,Kenya,Coastal Region,Kilifi,Naivas Kilifi
Naivas,2,2,95,100,5,cash,no,yes,yes,no,no,no,no,2017-06-02 00:00:00,no,10:29:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,vegetables,Leafy greens,9,21.99,0.15,ORD_2123,CUST_3518,2023-02-25 00:00:00,197.91,168.22,Kenya,Coastal Region,Kwale,Naivas Ukunda
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naivas,2,2,212,212,0,card,yes,yes,no,no,no,no,no,2017-06-02 00:00:00,no,15:02:00,afternoon,chain,cbd,mid,friday,weekday,yes,2,6,2017,snacks,Cookies,6,84.87,0.09,ORD_2556,CUST_6436,2023-09-20 00:00:00,509.22,463.39,Kenya,Main Locations,Nairobi,Naivas HQ
Naivas,2,1,180,500,320,cash,yes,no,no,no,no,no,no,2017-05-17 00:00:00,no,11:52:00,morning,chain,cbd,mid,saturday,weekend,no,17,5,2017,cleaning,Air freshener,6,6.13,0.05,ORD_6918,CUST_6806,2023-08-13 00:00:00,36.78,34.94,Kenya,Main Locations,Nairobi,Naivas Spur Mall
Naivas,1,1,42,200,158,cash,no,no,yes,no,no,no,no,2017-05-31 00:00:00,no,20:43:00,night,chain,cbd,mid,wednesday,weekday,no,31,5,2017,stationery,Pens,4,20.15,0.3,ORD_4618,CUST_6705,2023-11-05 00:00:00,80.6,56.42,Kenya,Main Locations,Nairobi,Naivas Lifestyle Foodmarket
Naivas,2,2,203,500,297,cash,yes,no,no,no,no,yes,no,2017-06-02 00:00:00,no,10:02:00,morning,chain,cbd,mid,friday,weekday,no,2,6,2017,beverage,Bottled water,4,86.31,0.28,ORD_3585,CUST_2819,2023-08-12 00:00:00,345.24,248.57,Kenya,Main Locations,Nakuru,Naivas Naivasha Ndogo
Naivas,2,1,120,200,80,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,16:13:00,afternoon,chain,cbd,mid,friday,weekday,yes,2,6,2017,fats and oils,Avocado oil,8,20.31,0.07,ORD_1588,CUST_6986,2023-01-11 00:00:00,162.48,151.11,Kenya,Main Locations,Nakuru,Naivas Supercentre Nakuru
Naivas,2,2,172,200,28,cash,yes,yes,no,no,no,no,no,2017-06-02 00:00:00,no,18:43:00,afternoon,chain,cbd,mid,friday,weekday,yes,2,6,2017,beverage,Plant-based milk,9,56.15,0.08,ORD_6849,CUST_5313,2023-05-13 00:00:00,505.35,464.92,Kenya,Main Locations,Nakuru,Naivasha Kubwa
Naivas,2,1,98,100,2,cash,no,no,no,no,no,no,yes,2017-06-02 00:00:00,no,18:22:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,vegetables,Peppers,8,83.12,0.14,ORD_9673,CUST_9440,2023-08-15 00:00:00,664.96,571.87,Kenya,Main Locations,Mombasa,Naivas Bombolulu
Naivas,4,3,342,500,158,cash,yes,no,no,yes,yes,no,no,2017-06-02 00:00:00,no,18:30:00,afternoon,chain,cbd,mid,friday,weekday,yes,2,6,2017,fats and oils,Margarine,4,80.06,0.02,ORD_8694,CUST_7473,2023-04-17 00:00:00,320.24,313.84,Kenya,Main Locations,Kiambu,Naivas Kiambu Town
Naivas,4,3,300,300,0,cash,no,yes,yes,yes,no,no,no,2017-06-02 00:00:00,no,11:08:00,morning,chain,cbd,mid,friday,weekday,no,2,6,2017,beverage,Energy drinks,5,61.72,0.11,ORD_7500,CUST_6995,2023-01-05 00:00:00,308.6,274.65,Kenya,Main Locations,Kiambu,Naivas Ananas
Naivas,1,1,60,100,40,cash,no,no,no,no,no,yes,no,2017-06-02 00:00:00,no,16:39:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,beauty & cosmetics,Shampoo,5,24.46,0.17,ORD_6085,CUST_9987,2023-05-03 00:00:00,122.3,101.51,Kenya,Main Locations,Kiambu,Naivas Thika Town
Naivas,1,1,65,500,435,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,17:38:00,afternoon,chain,cbd,mid,friday,weekday,yes,2,6,2017,stationery,Markers,6,46.73,0.24,ORD_9423,CUST_6659,2023-04-09 00:00:00,280.38,213.09,Kenya,Main Locations,Kiambu,Naivas Juja City Foodmarket
Naivas,1,1,70,100,30,cash,no,no,yes,no,no,no,no,2017-05-31 00:00:00,no,21:47:00,night,chain,cbd,mid,wednesday,weekday,yes,31,5,2017,fats and oils,Ghee,2,73.55,0.24,ORD_6328,CUST_9737,2023-09-09 00:00:00,147.1,111.8,Kenya,Main Locations,Kiambu,Naivas Limuru Express
Naivas,10,1,480,100,520,cash,yes,no,no,no,no,no,no,2017-06-02 00:00:00,no,13:52:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,vegetables,Cruciferous vegetables,1,92.26,0.09,ORD_8131,CUST_7664,2023-03-14 00:00:00,92.26,83.96,Kenya,Main Locations,Kiambu,Naivas Kiambu Foodmarket
Naivas,1,1,100,1000,900,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,15:01:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,beauty & cosmetics,Foundation,7,28.21,0.17,ORD_4677,CUST_5211,2023-12-07 00:00:00,197.47,163.9,Kenya,Main Locations,Machakos,Naivas Supercentre Machakos
Naivas,3,1,270,300,30,cash,yes,no,no,no,no,no,no,2017-06-02 00:00:00,no,14:12:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,beauty & cosmetics,Face wash,4,58.87,0.29,ORD_9674,CUST_5198,2023-12-26 00:00:00,235.48,167.19,Kenya,Main Locations,Machakos,Naivas Machakos Old
Naivas,3,2,430,1000,570,cash,yes,yes,no,no,yes,no,no,2017-06-02 00:00:00,no,14:40:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,fats and oils,Corn oil,5,72.51,0.07,ORD_6936,CUST_7178,2023-12-23 00:00:00,362.55,337.17,Kenya,Central & Eastern,Nyeri,Naivas Nyeri
Naivas,2,1,48,50,2,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,14:23:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,beauty & cosmetics,Nail polish,3,91.02,0.01,ORD_7410,CUST_2310,2023-06-28 00:00:00,273.06,270.33,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,25,25,0,cash,yes,no,no,no,no,no,no,2017-06-02 00:00:00,no,07:35:00,morning,chain,cbd,mid,friday,weekday,no,2,6,2017,fats and oils,Ghee,4,60.59,0.04,ORD_7470,CUST_7404,2023-02-22 00:00:00,242.36,232.67,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,95,100,5,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,14:34:00,afternoon,small,cbd,mid,friday,weekday,yes,2,6,2017,beauty & cosmetics,Foundation,2,71.09,0.09,ORD_6768,CUST_3267,2023-12-19 00:00:00,142.18,129.38,Kenya,Central & Eastern,Kitui,Naivas Kitui
Naivas,1,1,60,1000,940,cash,no,yes,no,no,no,no,no,2017-06-02 00:00:00,no,08:59:00,morning,small,cbd,mid,friday,weekday,yes,2,6,2017,beverage,Spirits,8,64.89,0.15,ORD_2345,CUST_8804,2023-02-12 00:00:00,519.12,441.25,Kenya,Central & Eastern,Kajiado,Naivas Maiyan Mall
Naivas,1,1,35,100,65,cash,no,no,no,no,no,yes,no,2017-06-01 00:00:00,no,13:33:00,afternoon,small,cbd,mid,thursday,weekday,yes,1,6,2017,food additives,Vanilla essence,6,76.01,0.06,ORD_2752,CUST_4469,2023-10-23 00:00:00,456.06,428.7,Kenya,Central & Eastern,Kajiado,Naivas Kitengela
Naivas,2,2,186,1000,814,cash,yes,yes,no,no,no,no,no,2017-06-02 00:00:00,no,09:14:00,morning,median,cbd,mid,friday,weekday,no,2,6,2017,cleaning,Toilet cleaner,5,79.53,0.08,ORD_8165,CUST_8710,2023-04-26 00:00:00,397.65,365.84,Kenya,Central & Eastern,Narok,Naivas Narok
